region,region_name,variable,unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CAN,Canada,Carbon Intensity,g CO2 / MJ,60.43103365042155,58.86914955313577,60.91768304421454,61.077233729725904,58.80862611368147,60.78834842229069,60.784912528500655,61.49389028149452,56.50232508559597,56.54821787026774,58.15939801447393,55.85874907122254,53.69450360119499,54.19912466866106,56.047281371875634,55.22867675622356,54.67773321638708,54.37746388964274,54.30024038052038,53.30603922008132,51.5054929980346,49.08244482403223,50.4429337969108,50.413125644227286,49.9590656790645,52.07274768403879,51.30703749965739,51.49803911220233,50.22702435362319,49.60830574229149,49.70652967691078,50.43736514818206,51.361528794223354,52.433459849049285,52.30982725465891,53.15681257717061,52.750480170223454,51.59328063236224,52.28321596744244,50.791162857318334,50.401507298884994,51.7209271067768,50.12748998309703,49.65551778157124,48.84513962912773,48.84877848869327,48.040636283024675,47.957119114844545,47.18369495443235,46.50815589224831,46.443016041343,46.40619792622232,46.855382230842544,46.51883520632098,46.97069363717979,45.65274721501918,46.34886120084439,46.142462784425575,46.20497184719234,44.93612650071608
CHE,Switzerland,Carbon Intensity,g CO2 / MJ,62.28472577376531,61.50451933235308,59.82553596179315,61.62306039499926,61.31598384234205,58.138870483152004,58.68659704115684,58.329630313283225,56.58095751809788,54.203957961145086,50.698920823730006,52.46544476487919,50.50277358822055,51.409339252785664,47.902970854009325,45.990223559713826,44.707548647523815,43.56633209359911,44.97760240748033,43.80444510228325,41.63076117533404,41.93333046938152,40.68799534192537,41.099988972133,41.415934725979895,44.15096419231558,45.42207930590103,44.62345003002216,43.28927693870154,40.71857710430046,43.09591005627211,43.64301199963866,40.750389060732985,41.78698532374577,41.18756003047129,40.777184286251845,39.82058797168305,40.143735148606325,41.50160713436573,41.80492726617964,44.010891357971765,41.86719382704108,40.2847594849549,40.55304338526214,40.26746081854795,41.049625516007,39.57121103646698,39.62481098124261,39.671463373873024,37.65543526412059,38.50599845002638,41.069051820808724,39.804307500691785,37.61857532791711,36.14980151781663,37.31986648518758,42.35878569992893,35.83491346740743,33.80649795915442,32.9267951414149
CHL,Chile,Carbon Intensity,g CO2 / MJ,76.20082484094199,75.00995712600069,75.41469204632043,81.93277434730112,81.15432370923966,84.15750588976252,85.70770350314527,89.103773966554,90.38784827401926,86.12337041142713,85.76693559953155,86.41738616923713,79.20031549476187,75.62739638331108,77.19621056663999,76.1523980949804,73.82046635830409,68.38953632714642,67.01423112865855,68.70112744629976,67.05461535655131,67.24682021320899,65.73835475096305,67.73332987120952,69.95437243024423,66.22756319891722,57.5559513946993,55.15974748815855,55.30857257083385,57.97459584938093,58.93533201860858,63.02832133682391,63.76336786536971,63.59533835679983,64.052203657791,60.22640015493066,54.23235988498305,55.18729866404148,54.80903067293555,54.02331477944769,54.87602055469157,56.058278408617284,59.67523938313446,60.34795832134642,59.38294381535412,61.134645916531724,62.25502660391167,60.4378117453023,60.16732488161825,58.87011442011017,61.82039339407843,59.79219133039595,58.17919296148836,56.434092523313964,60.709611332635994,57.64100164024092,55.36415666482197,54.82889514676983,51.51879436907622,50.9610995035117
CHN,China,Carbon Intensity,g CO2 / MJ,93.08443554470593,93.90839893826129,87.37576931191667,93.51118979576667,93.79729098866471,96.96220170745524,92.06621751525158,91.07429631367518,89.91669563798133,89.09671451627536,91.4172433734551,89.92062824531908,90.06838256964097,91.16958366112193,90.60187445728835,88.06073985169611,88.46193185040252,92.35253167749056,91.737886102734,92.88452877636911,92.93399272168205,93.35022625756919,92.80364159774028,92.8461211809292,89.93510876347506,89.70296414665988,89.88651895436239,89.0645022147909,88.36487073252887,88.38098943744497,93.26351902984592,92.19934785079514,92.0398316928179,87.81432630167377,89.61523712428533,89.0410390827067,86.67521404576105,87.35039483899827,87.85013366640183,81.06860014770504,80.49269206304194,80.9639571540885,80.15273712425349,83.70079171918603,84.11489521117501,86.25505438534235,88.0865182315344,87.60323701088195,86.1134335124495,84.8590362272078,83.13900154172259,82.26123967479612,81.41580558355238,80.56375631738912,79.92358059141043,78.97232449099371,77.69776959457965,79.91231598789413,78.68938661008077,77.34628282043413
COL,Colombia,Carbon Intensity,g CO2 / MJ,69.97790844719175,63.78862887818539,63.926250628883054,66.67036675353536,70.02218684931046,64.81383158123607,70.42411488220115,63.13371126815669,70.75206956165744,68.5643397950171,72.84482533971146,74.1905133715827,74.0727593408927,75.64813496434249,78.15877715393138,75.55690136228618,74.30123667195967,75.01547865650423,76.16104956942743,75.6798168138328,72.8696876292575,71.99068695503668,67.69625180690677,71.34030749106678,69.5661936952369,79.51354120645394,76.75629349410184,75.78041703531149,73.95469572358824,73.3735628981494,63.1542575659531,61.92818995677863,64.46527036226095,63.631280888210235,59.79075348397002,61.525015849191405,61.39285540919193,61.16586440716761,62.36484619261342,56.47069936931428,64.12367715824261,56.47387024086231,54.147097443796966,57.29452339875635,60.35717073254002,59.46843898573713,58.287846200827694,56.22154786472669,58.828590932624344,58.948815347855636,59.029804632225726,54.13211689604814,50.43604873463967,52.81505406379649,56.79227307309712,58.79384480017234,61.690152787983216,47.53961276903355,48.334673382538746,49.16190715097068
CYP,Cyprus,Carbon Intensity,g CO2 / MJ,68.26021619855982,64.6081855662656,65.38626534362864,70.10950209250586,61.11289642805428,59.08552172244549,54.79424603871557,62.24405265883979,60.37114485876936,52.458988388176614,64.82911011370358,79.67470124282389,76.55740813707261,78.6783483542647,82.99519969804888,88.11799791563043,87.24503457475355,74.23538050834735,70.42048119375585,71.23795749893026,64.39993135187942,70.82331823065748,67.27035020021012,65.33977305795524,67.19526521277851,66.98182689476,73.11822987603026,67.12528261085995,67.45387408301463,70.16901114577442,64.57928611622705,67.43172275055755,67.71963207410572,66.76446219871428,66.01329882482337,65.23685095971369,63.33930223103952,65.99777830063566,65.45111362196376,69.26979492255157,63.12460756743938,66.06020016326373,67.29597108944024,67.35082304394729,66.98464843684964,65.97944546225352,64.62268586003789,64.57648750169115,65.75075599571473,69.17024681147147,67.55871061891575,65.64021158777987,64.93846884260168,64.02822302509729,64.10794541130764,69.98405867572086,67.32908401249836,64.74210108443901,65.58063005558714,64.76239367680225
DEU,Germany,Carbon Intensity,g CO2 / MJ,90.76246062729184,89.78357618723915,88.52456652785253,87.1646615722451,86.08624408624999,79.64241180434843,79.61767383278644,77.21885528177438,76.15608857750004,75.94764455461154,74.52849150326176,75.83976821200213,73.44863955271941,72.6734594978724,71.26547906744841,72.53214394458239,71.36488025111316,71.63252097431587,70.2967553805492,69.13320079890636,67.70804295468058,68.55589884311992,67.01975874300878,66.50893216046794,65.83686809828683,69.96579664465477,69.10668359322175,67.2786913578011,66.91567712577796,66.47065084130422,65.94845086745828,65.08568090759792,64.00421533114135,64.0622597802421,63.058071058253645,63.17103257522617,63.04487921690603,62.853933307525466,62.45890993904551,61.43479951742284,61.56948855850745,61.395887374285095,61.60161392313641,61.64915218930597,60.65605176482643,60.96847868239445,62.21363207645851,62.46353949410316,62.13091800408699,61.99715590016489,62.10992600158818,60.86169100937595,58.81702411249785,58.66341500141809,56.688373092182,56.17656781703739,56.53557986916569,59.058958073065746,58.5725276025036,56.462764712825326
DNK,Denmark,Carbon Intensity,g CO2 / MJ,74.06605516646103,73.60887738899787,71.65865825680525,74.51199207920847,72.30627765918821,70.9393647358095,68.96931104546991,68.30401692501358,70.14586904188506,71.6539647339934,73.62399237227403,72.09185390019162,72.66109403783344,70.76448066294847,73.09318746750897,71.91527394163911,68.6877031752545,74.50867126664214,73.25226778370552,73.030277480625,76.55498069233914,73.4656017341251,75.52245857119303,72.1996967859551,69.38384022287389,74.02268657017572,76.98649906411497,74.93667600790997,73.44144403245134,73.12448005816977,71.01730593090105,72.41339343551186,70.17763705607037,68.60676198164397,67.92871607975819,66.17820422796129,67.92996173086405,67.9724853906418,68.97874651857727,66.91245351945342,64.85345841181868,67.83007968486518,66.1500240416454,64.20034432922779,65.1829287947664,61.73803702543141,60.52595574619435,59.3949655315561,60.77059010539469,58.15143691621818,56.273204311157755,57.577149604222065,54.66688872233017,55.03167559068698,45.77524532030742,48.31527489859138,50.65395530472435,50.85553268732613,50.762510776423426,50.37058298588387
DZA,Algeria,Carbon Intensity,g CO2 / MJ,76.09810100004574,80.27814703116118,85.3380981430086,85.96714291876805,95.28916370962881,117.42259404899637,132.48214657801648,180.0259571079122,205.2192686592507,152.69280834514754,127.33708558120512,133.41569458600975,129.31831638780952,153.3173304990968,85.0456478010826,103.98363520010321,59.57746864718317,43.61263282172336,53.47391507200888,75.43155180375871,76.60584831147128,75.59310003780921,81.14609270603701,75.42925595826742,73.92599810270303,66.98602916940705,69.52954247246231,68.85804162372061,75.96594125918566,80.91067147076062,85.17669846308921,89.30883975697752,81.65668004886344,95.38669567200577,80.92367673458882,78.33109294500476,76.90961241545955,77.38324181948906,77.67929281433841,72.24854383995984,83.32830233368546,76.11220601728773,74.83125774112132,71.30589253405157,72.088336046033,74.62074489316679,74.68951799579338,74.28935615415524,73.23770358083317,72.34412755398343,72.15082241614442,71.31638260215537,73.64787291502216,72.47595556557107,73.089238116545,73.37397701437918,71.54929755767732,73.02154731961859,71.91118462329038,72.52638966209585
ECU,Ecuador,Carbon Intensity,g CO2 / MJ,77.32005313568686,78.47247454350726,77.78475979744306,78.60117469124647,85.51990891998047,85.00394796000813,76.25544985920872,79.23310106863183,84.38785530938496,83.61880940199664,100.99350345445549,100.28096645698133,76.88678775205045,103.8782601718325,115.50281431839053,100.41776803691214,111.44552986935948,117.35977265519742,126.16475297326541,130.21649686974735,98.67181449867707,75.43390862611108,73.4680646464835,71.7300991740896,81.58784336683068,64.35453625720919,56.59469708061489,77.10690441701531,82.8632391554393,45.53193214492042,77.16234714847106,73.6980021181529,50.31876267787783,59.395097000584684,63.52525540480745,65.2134142608049,70.92928228086242,77.01363575426818,81.01309159451374,81.32863478816763,78.92227212859143,72.2456591958274,81.16977185394927,68.96152393890085,76.2256884687975,72.45562124654846,73.71006036028184,68.26445505825437,68.76398115960636,72.03203897797486,69.2811916938083,68.11807877991997,67.42547358153091,62.0671991899,65.20857668763584,63.06769469910482,62.020182795067015,63.885469062764976,64.7666616479169,65.73043787694772
EGY,Egypt,Carbon Intensity,g CO2 / MJ,86.87000693383982,79.34090012643497,69.32406335910837,76.3228951346887,83.31273322763322,73.12598852742848,75.88011183169701,74.92742532697953,74.28308482511176,72.09490018751484,77.32793494887792,71.60050656251614,72.77200691724751,71.88087586462635,70.84217827720497,64.82379953102023,63.543660602780115,62.60649535600998,57.661188835417526,58.61815802959764,56.35705383088538,63.944224687184985,60.11195238843635,58.72127125052831,53.53430116090097,54.44591650534613,54.849248197834186,57.58606369982131,67.61640448083254,61.95510008260929,65.42971816468499,61.43125799588355,67.3604426043349,72.41767636094194,69.08895670085965,73.39021696875785,62.12597633394511,61.16164796240741,67.09056116238959,64.23412423415827,68.70692675771231,69.60283460008749,69.39146828546905,67.76732614196615,68.26809417431524,64.75288973431822,67.21469456345687,61.81771101889215,64.21813399105007,67.37144576013065,66.2965492067514,67.8210425947205,67.2726223001016,64.28741728459451,63.8658510498522,72.08990782663062,72.57872478164532,64.87740421820386,65.87580370046571,66.16952962756407
ESP,Spain,Carbon Intensity,g CO2 / MJ,66.00623915281808,65.64070083768306,65.35443873112699,69.93407735732823,62.416995325569765,68.34457719222661,68.56628928498597,71.64861816014519,67.90191198776778,72.7887018179737,73.17903119841631,73.457828084132,73.14233954790275,74.66236024780919,71.00122600204085,71.58040706997528,67.11176082772207,68.6624201260594,65.40778242986386,62.95621155202471,64.10668974396668,58.56815674619796,56.56668884184454,57.110312475056794,59.995142284311484,61.90031976519611,62.4883812539046,60.74971310234542,61.254830596578905,61.81063071249392,62.17977973785113,58.530486620752235,58.46987321014698,57.61039348882213,58.824506550732195,58.4412513655906,57.30709623433863,58.69169155068882,57.94396898606402,58.51910692901491,59.57356117123055,58.30756109644971,58.35852295705955,55.2108346080419,53.27427921846584,50.60618625819259,51.00577357801627,50.1690686240893,49.019937652742186,49.975911769371564,51.6106253152042,49.57122013483391,50.48398244248063,49.60294748961161,47.197208769082025,45.712167337874185,46.101598740246,45.03647177925362,43.11327425959422,42.98511212900941
EST,Estonia,Carbon Intensity,g CO2 / MJ,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,91.08544996209109,91.51992171719745,87.99418791901809,89.76617574651016,89.23868470043497,80.35206652977817,81.21690003190788,83.42266836873226,79.89797815369477,81.2144923952597,80.67074301194381,80.09085276847347,79.76791348945586,80.63505610810256,82.35689228239305,77.46359458652019,76.23162554328405,74.07831066523839,76.33353010491001,75.12983857039379,73.80763003613315,71.89849120794157,75.28909714864348,73.24853461709088,68.67062475002143,72.6753279587088,72.96447953159527,68.05504131522973,71.39411599127699,71.5263352257697,65.2035926533624,69.63764491020908,67.12550027047892,64.60089243279224,55.71490641306466,45.13159584657906,48.6218610865565,54.505413264293416,45.170618797863185,44.34146596349792
FIN,Finland,Carbon Intensity,g CO2 / MJ,72.3778153613539,73.76266473953085,68.75727101951112,71.38649728306777,71.22117667987753,68.74199254840325,67.96395898899122,69.45500701598552,69.8718100462582,70.71660530764657,68.23777641317761,69.21118672195418,65.19743887072183,63.31472172197099,61.27734341894515,65.65039152044635,58.68376300517295,49.43843822904002,48.35642417835019,46.825190020336706,51.88894475774752,55.07079995136906,56.861064836505236,51.663066679185384,51.708692274561244,51.86324509978631,49.798016348481944,49.751433561683776,50.628196003550244,52.18268316598785,52.07104886052606,54.392496477761945,52.59887685531378,48.86240171417392,48.800773079580985,47.5332350502657,50.39119478717562,51.38781683512944,53.025076053541966,51.90171742185928,47.09508920473468,51.73365435426544,51.267314701481055,47.47437041793981,47.81459021487164,50.23464701247184,47.07651967471045,44.74257365282156,44.047806765218155,42.22637234887808,40.238916730680195,42.17095109786425,40.8829798801858,40.810196359572906,38.481903525108194,36.848721543687624,36.117523122048176,34.81500600599102,29.317804559705124,28.210184107074753
FRA,France,Carbon Intensity,g CO2 / MJ,80.93630650872255,83.42695277290478,82.37826589948291,81.2155783610371,78.08830563219914,74.85853903411636,76.64654641640688,74.68917886056641,71.74725454205257,71.31407802417812,70.32389987695953,71.04077875821942,69.22713041603974,68.81755668166652,67.06872905483002,64.87890666811231,59.16281472126649,58.842416575841135,55.00393257491735,51.26901693976911,48.467257505399424,45.4975341567251,44.3965060399334,43.68628879981022,43.55677740543771,42.11532648800768,41.80338363397034,40.695097310285306,38.614196753512886,38.72253582658505,37.93570945067984,37.861159809434135,37.71635589569862,38.49430726862674,38.100311483144246,36.89633312485436,37.03313911134327,36.44691737993233,36.4327836583861,36.1115220387047,36.33041255371065,35.80060901712989,35.50548414076673,34.86924400259237,35.14989241277886,34.597235401681594,33.30753174311116,33.9786472420417,34.000750495756975,32.09510095140894,32.07993884577893,33.273996955952505,33.487708949448795,31.804235860487573,31.820388850924118,32.0959045458619,32.656691757861786,35.7257245481094,31.521463716958902,29.32681690507071
GBR,United Kingdom,Carbon Intensity,g CO2 / MJ,74.80565342129954,73.92331624612864,70.79306116971398,69.92849834890033,69.87774333086055,71.1663363359516,73.3022330450752,70.87648143957193,68.75046090412982,67.7178860889453,70.21351198444528,68.2662889871809,67.61388198403276,67.28884679378542,68.51515329468191,67.56668084918647,67.29330410811961,66.65264917656293,66.0175062503878,64.04141114728394,64.91413516176567,64.22470939577488,64.67052584620872,63.66075224516442,64.79488638228658,66.59136092806084,65.97573883327425,64.70306414459561,62.33410724027968,62.531295640795285,61.442747559880516,60.66621268359738,59.237344485234495,59.40217950181875,58.9866998843151,59.242926201216385,59.453815505797344,58.98342648381286,59.223391723870215,59.040876274443335,58.25266583316508,58.78729572610557,59.69745187342861,59.300599775629614,56.73347228551394,57.54007009071556,56.289394612338285,57.50675511372158,56.3529275690756,55.20704048326062,52.99136657732448,50.7474606377124,49.629094839759546,49.07768304443763,48.69785355767905,49.050787645913275,50.717967839470106,46.23425236735428,47.94624138066233,48.65267201283468
GRC,Greece,Carbon Intensity,g CO2 / MJ,60.866434069075645,62.120005635157156,58.7941608285808,64.1774620406165,70.15941315699145,60.26503194909421,57.76406914703823,58.18363046777093,59.079131153030424,58.80513501901391,55.270407305208245,55.00903488145136,58.006497640326806,58.778842455015734,72.0007087684759,72.69822013128903,73.34060011858455,74.43769792202755,77.76065054969428,76.81514415232321,77.07372480007632,75.27324263974468,73.45532905913149,74.21461115116122,74.41374459258728,81.65284320496318,81.17481630056702,80.75465184435919,79.1019354852164,79.89779004849335,77.9682562931403,78.2813641268414,79.83382936569333,78.86540161345127,78.7605802744065,78.3782574269654,78.99687154961612,78.88696746992296,78.22367151734858,78.52211648238216,81.56177152973511,78.59443693436808,77.36769466923133,76.85244087677033,75.83415626368007,75.1114911259258,73.47313917181744,76.47559739991549,74.69414162570739,75.99345522687321,72.53513062977429,70.18345264821463,69.35927033958704,66.91713933592277,62.717875198513525,61.98219626079306,59.74387438907448,57.34002203258816,53.90961006145446,52.78065473681179
